Year,State Name,Dist Name,Crop,Area_ha,Yield_kg_per_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Temperature_C,Humidity_%,pH,Rainfall_mm
2001,Punjab,Sangrur,rice,355480,3904.35,97.60875,46.8522,85.8957,25,80,6.5,1200
2001,Punjab,Sangrur,maize,2080,2519.23,68.01921,30.23076,42.82691,22,70,6,800
2001,Punjab,Sangrur,chickpea,810,1371.29,24.68322,13.7129,24.68322,20,60,6.5,600
2001,Punjab,Sangrur,cotton,28000,285.36,7.70472,3.42432,7.70472,28,65,6,700
2002,Punjab,Sangrur,rice,358400,4056.81,101.42025,48.68172,89.24982,25,80,6.5,1200
2002,Punjab,Sangrur,maize,2080,2038.46,55.03842,24.46152,34.65382,22,70,6,800
2002,Punjab,Sangrur,chickpea,810,1000,18,10,18,20,60,6.5,600
2002,Punjab,Sangrur,cotton,23700,279.75,7.55325,3.357,7.55325,28,65,6,700
2003,Punjab,Sangrur,rice,372640,4280.59,107.01475,51.36708,94.17298,25,80,6.5,1200
2003,Punjab,Sangrur,maize,2080,3000,81,36,51,22,70,6,800
2003,Punjab,Sangrur,chickpea,600,1166.67,21.00006,11.6667,21.00006,20,60,6.5,600
2003,Punjab,Sangrur,cotton,16000,414.38,11.18826,4.97256,11.18826,28,65,6,700
2004,Punjab,Sangrur,rice,373800,4654.04,116.351,55.84848,102.38888,25,80,6.5,1200
2004,Punjab,Sangrur,maize,1080,3074.07,82.99989,36.88884,52.25919,22,70,6,800
2004,Punjab,Sangrur,chickpea,600,1500,27,15,27,20,60,6.5,600
2004,Punjab,Sangrur,cotton,19000,581.58,15.70266,6.97896,15.70266,28,65,6,700
2005,Punjab,Sangrur,rice,373800,4424.51,110.61275,53.09412,97.33922,25,80,6.5,1200
2005,Punjab,Sangrur,maize,1000,2000,54,24,34,22,70,6,800
2005,Punjab,Sangrur,chickpea,300,1000,18,10,18,20,60,6.5,600
2005,Punjab,Sangrur,cotton,22000,496.36,13.40172,5.95632,13.40172,28,65,6,700
2006,Punjab,Sangrur,rice,368720,4513.45,112.83625,54.1614,99.2959,25,80,6.5,1200
2006,Punjab,Sangrur,maize,1080,3074.07,82.99989,36.88884,52.25919,22,70,6,800
2006,Punjab,Sangrur,chickpea,500,1000,18,10,18,20,60,6.5,600
2006,Punjab,Sangrur,cotton,27000,625.93,16.90011,7.51116,16.90011,28,65,6,700
2007,Punjab,Sangrur,rice,367720,4632.98,115.8245,55.59576,101.92556,25,80,6.5,1200
2007,Punjab,Sangrur,maize,80,3000,81,36,51,22,70,6,800
2007,Punjab,Sangrur,chickpea,300,1000,18,10,18,20,60,6.5,600
2007,Punjab,Sangrur,cotton,29000,827.24,22.33548,9.92688,22.33548,28,65,6,700
2008,Punjab,Sangrur,rice,375800,4648.86,116.2215,55.78632,102.27492,25,80,6.5,1200
2008,Punjab,Sangrur,maize,1080,3074.07,82.99989,36.88884,52.25919,22,70,6,800
2008,Punjab,Sangrur,chickpea,300,1333.33,23.99994,13.3333,23.99994,20,60,6.5,600
2008,Punjab,Sangrur,cotton,31000,583.87,15.76449,7.00644,15.76449,28,65,6,700
2009,Punjab,Sangrur,rice,381880,4714.26,117.8565,56.57112,103.71372,25,80,6.5,1200
2009,Punjab,Sangrur,maize,80,3000,81,36,51,22,70,6,800
2009,Punjab,Sangrur,chickpea,3000,1000,18,10,18,20,60,6.5,600
2009,Punjab,Sangrur,cotton,24000,757.92,20.46384,9.09504,20.46384,28,65,6,700
2010,Punjab,Sangrur,rice,383560,4374.6,109.365,52.4952,96.2412,25,80,6.5,1200
2010,Punjab,Sangrur,chickpea,200,1000,18,10,18,20,60,6.5,600
2010,Punjab,Sangrur,cotton,21000,616.67,16.65009,7.40004,16.65009,28,65,6,700
2011,Punjab,Sangrur,rice,385880,4343.63,108.59075,52.12356,95.55986,25,80,6.5,1200
2011,Punjab,Sangrur,chickpea,200,1000,18,10,18,20,60,6.5,600
2011,Punjab,Sangrur,cotton,22000,591.36,15.96672,7.09632,15.96672,28,65,6,700
2012,Punjab,Sangrur,rice,388880,4679.39,116.98475,56.15268,102.94658,25,80,6.5,1200
2012,Punjab,Sangrur,maize,80,4000,108,48,68,22,70,6,800
2012,Punjab,Sangrur,chickpea,100,1000,18,10,18,20,60,6.5,600
2012,Punjab,Sangrur,cotton,20000,684,18.468,8.208,18.468,28,65,6,700
2013,Punjab,Sangrur,rice,386880,4699.34,117.4835,56.39208,103.38548,25,80,6.5,1200
2013,Punjab,Sangrur,maize,1080,4000,108,48,68,22,70,6,800
2013,Punjab,Sangrur,chickpea,300,1233.33,22.19994,12.3333,22.19994,20,60,6.5,600
2013,Punjab,Sangrur,cotton,21000,745.71,20.13417,8.94852,20.13417,28,65,6,700
2014,Punjab,Sangrur,rice,385880,4711.1,117.7775,56.5332,103.6442,25,80,6.5,1200
2014,Punjab,Sangrur,maize,2080,3519.23,95.01921,42.23076,59.82691,22,70,6,800
2014,Punjab,Sangrur,chickpea,100,1000,18,10,18,20,60,6.5,600
2014,Punjab,Sangrur,cotton,21000,702.86,18.97722,8.43432,18.97722,28,65,6,700
2015,Punjab,Sangrur,rice,390880,4798.71,119.96775,57.58452,105.57162,25,80,6.5,1200
2015,Punjab,Sangrur,maize,1080,4000,108,48,68,22,70,6,800
2015,Punjab,Sangrur,cotton,15000,216,5.832,2.592,5.832,28,65,6,700
2016,Punjab,Sangrur,rice,396880,4795.91,119.89775,57.55092,105.51002,25,80,6.5,1200
2016,Punjab,Sangrur,maize,1000,3000,81,36,51,22,70,6,800
2016,Punjab,Sangrur,chickpea,100,1000,18,10,18,20,60,6.5,600
2016,Punjab,Sangrur,cotton,10000,774,20.898,9.288,20.898,28,65,6,700
2017,Punjab,Sangrur,rice,403880,5047.54,126.1885,60.57048,111.04588,25,80,6.5,1200
2017,Punjab,Sangrur,chickpea,100,2000,36,20,36,20,60,6.5,600
2017,Punjab,Sangrur,cotton,9000,720,19.44,8.64,19.44,28,65,6,700
1966,Punjab,Patiala,rice,42600,985.92,24.648,11.83104,21.69024,25,80,6.5,1200
1966,Punjab,Patiala,maize,41000,1560.98,42.14646,18.73176,26.53666,22,70,6,800
1966,Punjab,Patiala,chickpea,47000,893.62,16.08516,8.9362,16.08516,20,60,6.5,600
1966,Punjab,Patiala,cotton,27000,292.59,7.89993,3.51108,7.89993,28,65,6,700
1967,Punjab,Patiala,rice,52700,1252.37,31.30925,15.02844,27.55214,25,80,6.5,1200
1967,Punjab,Patiala,maize,42000,1404.76,37.92852,16.85712,23.88092,22,70,6,800
1967,Punjab,Patiala,chickpea,45000,933.33,16.79994,9.3333,16.79994,20,60,6.5,600
1967,Punjab,Patiala,cotton,23000,313.04,8.45208,3.75648,8.45208,28,65,6,700
1968,Punjab,Patiala,rice,51800,1370.66,34.2665,16.44792,30.15452,25,80,6.5,1200
1968,Punjab,Patiala,maize,36000,1361.11,36.74997,16.33332,23.13887,22,70,6,800
1968,Punjab,Patiala,chickpea,28000,750,13.5,7.5,13.5,20,60,6.5,600
1968,Punjab,Patiala,cotton,22000,286.36,7.73172,3.43632,7.73172,28,65,6,700
1969,Punjab,Patiala,rice,57800,1332.18,33.3045,15.98616,29.30796,25,80,6.5,1200
1969,Punjab,Patiala,maize,44000,1545.45,41.72715,18.5454,26.27265,22,70,6,800
1969,Punjab,Patiala,chickpea,31000,1096.77,19.74186,10.9677,19.74186,20,60,6.5,600
1969,Punjab,Patiala,cotton,22000,286.36,7.73172,3.43632,7.73172,28,65,6,700
1970,Punjab,Patiala,rice,61000,1688.52,42.213,20.26224,37.14744,25,80,6.5,1200
1970,Punjab,Patiala,maize,43000,1441.86,38.93022,17.30232,24.51162,22,70,6,800
1970,Punjab,Patiala,chickpea,28000,1000,18,10,18,20,60,6.5,600
1970,Punjab,Patiala,cotton,22000,286.36,7.73172,3.43632,7.73172,28,65,6,700
1971,Punjab,Patiala,rice,75000,2253.33,56.33325,27.03996,49.57326,25,80,6.5,1200
1971,Punjab,Patiala,maize,41000,1585.37,42.80499,19.02444,26.95129,22,70,6,800
1971,Punjab,Patiala,chickpea,30000,1166.67,21.00006,11.6667,21.00006,20,60,6.5,600
1971,Punjab,Patiala,cotton,21000,266.67,7.20009,3.20004,7.20009,28,65,6,700
1972,Punjab,Patiala,rice,88000,1840.91,46.02275,22.09092,40.50002,25,80,6.5,1200
1972,Punjab,Patiala,maize,44000,1409.09,38.04543,16.90908,23.95453,22,70,6,800
1972,Punjab,Patiala,chickpea,25000,680,12.24,6.8,12.24,20,60,6.5,600
1972,Punjab,Patiala,cotton,20000,295,7.965,3.54,7.965,28,65,6,700
1973,Punjab,Patiala,rice,86000,2197.67,54.94175,26.37204,48.34874,25,80,6.5,1200
1973,Punjab,Patiala,maize,46000,1369.57,36.97839,16.43484,23.28269,22,70,6,800
1973,Punjab,Patiala,chickpea,32000,656.25,11.8125,6.5625,11.8125,20,60,6.5,600
1973,Punjab,Patiala,cotton,21000,309.52,8.35704,3.71424,8.35704,28,65,6,700
1974,Punjab,Patiala,rice,102000,1950.98,48.7745,23.41176,42.92156,25,80,6.5,1200
1974,Punjab,Patiala,maize,47000,1680.85,45.38295,20.1702,28.57445,22,70,6,800
1974,Punjab,Patiala,chickpea,23000,652.17,11.73906,6.5217,11.73906,20,60,6.5,600
1974,Punjab,Patiala,cotton,19600,321.43,8.67861,3.85716,8.67861,28,65,6,700
1975,Punjab,Patiala,rice,99000,2535.35,63.38375,30.4242,55.7777,25,80,6.5,1200
1975,Punjab,Patiala,maize,51000,1019.61,27.52947,12.23532,17.33337,22,70,6,800
1975,Punjab,Patiala,chickpea,26000,846.15,15.2307,8.4615,15.2307,20,60,6.5,600
1975,Punjab,Patiala,cotton,24700,319.84,8.63568,3.83808,8.63568,28,65,6,700
1976,Punjab,Patiala,rice,117000,2957.26,73.9315,35.48712,65.05972,25,80,6.5,1200
1976,Punjab,Patiala,maize,43500,988.51,26.68977,11.86212,16.80467,22,70,6,800
1976,Punjab,Patiala,chickpea,22000,636.36,11.45448,6.3636,11.45448,20,60,6.5,600
1976,Punjab,Patiala,cotton,17000,294.12,7.94124,3.52944,7.94124,28,65,6,700
1977,Punjab,Patiala,rice,148000,3162.16,79.054,37.94592,69.56752,25,80,6.5,1200
1977,Punjab,Patiala,maize,32000,1531.25,41.34375,18.375,26.03125,22,70,6,800
1977,Punjab,Patiala,chickpea,26000,653.85,11.7693,6.5385,11.7693,20,60,6.5,600
1977,Punjab,Patiala,cotton,18000,272.22,7.34994,3.26664,7.34994,28,65,6,700
1978,Punjab,Patiala,rice,183000,2901.64,72.541,34.81968,63.83608,25,80,6.5,1200
1978,Punjab,Patiala,maize,31000,1419.35,38.32245,17.0322,24.12895,22,70,6,800
1978,Punjab,Patiala,chickpea,21000,666.67,12.00006,6.6667,12.00006,20,60,6.5,600
1978,Punjab,Patiala,cotton,17000,252.94,6.82938,3.03528,6.82938,28,65,6,700
1979,Punjab,Patiala,rice,199000,2668.34,66.7085,32.02008,58.70348,25,80,6.5,1200
1979,Punjab,Patiala,maize,27000,1629.63,44.00001,19.55556,27.70371,22,70,6,800
1979,Punjab,Patiala,chickpea,12000,666.67,12.00006,6.6667,12.00006,20,60,6.5,600
1979,Punjab,Patiala,cotton,14000,207.14,5.59278,2.48568,5.59278,28,65,6,700
1980,Punjab,Patiala,rice,192000,3052.08,76.302,36.62496,67.14576,25,80,6.5,1200
1980,Punjab,Patiala,maize,27000,1814.81,48.99987,21.77772,30.85177,22,70,6,800
1980,Punjab,Patiala,chickpea,12000,666.67,12.00006,6.6667,12.00006,20,60,6.5,600
1980,Punjab,Patiala,cotton,20000,215,5.805,2.58,5.805,28,65,6,700
1981,Punjab,Patiala,rice,209000,3081.34,77.0335,36.97608,67.78948,25,80,6.5,1200
1981,Punjab,Patiala,maize,22000,1136.36,30.68172,13.63632,19.31812,22,70,6,800
1981,Punjab,Patiala,chickpea,7000,142.86,2.57148,1.4286,2.57148,20,60,6.5,600
1981,Punjab,Patiala,cotton,19000,231.58,6.25266,2.77896,6.25266,28,65,6,700
1982,Punjab,Patiala,rice,216000,3476.85,86.92125,41.7222,76.4907,25,80,6.5,1200
1982,Punjab,Patiala,maize,16000,1062.5,28.6875,12.75,18.0625,22,70,6,800
1982,Punjab,Patiala,cotton,19000,136.84,3.69468,1.64208,3.69468,28,65,6,700
1983,Punjab,Patiala,rice,232000,3116.38,77.9095,37.39656,68.56036,25,80,6.5,1200
1983,Punjab,Patiala,maize,15000,1266.67,34.20009,15.20004,21.53339,22,70,6,800
1983,Punjab,Patiala,chickpea,1000,1000,18,10,18,20,60,6.5,600
1983,Punjab,Patiala,cotton,11000,127.27,3.43629,1.52724,3.43629,28,65,6,700
1984,Punjab,Patiala,rice,240000,3070.83,76.77075,36.84996,67.55826,25,80,6.5,1200
1984,Punjab,Patiala,maize,14000,1714.29,46.28583,20.57148,29.14293,22,70,6,800
1984,Punjab,Patiala,chickpea,2000,1000,18,10,18,20,60,6.5,600
1984,Punjab,Patiala,cotton,3000,166.67,4.50009,2.00004,4.50009,28,65,6,700
1985,Punjab,Patiala,rice,236000,3317.8,82.945,39.8136,72.9916,25,80,6.5,1200
1985,Punjab,Patiala,maize,13000,1461.54,39.46158,17.53848,24.84618,22,70,6,800
1985,Punjab,Patiala,chickpea,2000,1000,18,10,18,20,60,6.5,600
1985,Punjab,Patiala,cotton,4000,300,8.1,3.6,8.1,28,65,6,700
1986,Punjab,Patiala,rice,257000,3474.71,86.86775,41.69652,76.44362,25,80,6.5,1200
1986,Punjab,Patiala,maize,13000,2076.92,56.07684,24.92304,35.30764,22,70,6,800
1986,Punjab,Patiala,chickpea,3000,1000,18,10,18,20,60,6.5,600
1986,Punjab,Patiala,cotton,3000,400,10.8,4.8,10.8,28,65,6,700
1987,Punjab,Patiala,rice,227000,3643.17,91.07925,43.71804,80.14974,25,80,6.5,1200
1987,Punjab,Patiala,maize,11000,1727.27,46.63629,20.72724,29.36359,22,70,6,800
1987,Punjab,Patiala,chickpea,1500,400,7.2,4,7.2,20,60,6.5,600
1987,Punjab,Patiala,cotton,4000,300,8.1,3.6,8.1,28,65,6,700
1988,Punjab,Patiala,rice,254000,3062.99,76.57475,36.75588,67.38578,25,80,6.5,1200
1988,Punjab,Patiala,maize,13000,1538.46,41.53842,18.46152,26.15382,22,70,6,800
1988,Punjab,Patiala,chickpea,1400,785.71,14.14278,7.8571,14.14278,20,60,6.5,600
1988,Punjab,Patiala,cotton,9000,355.56,9.60012,4.26672,9.60012,28,65,6,700
1989,Punjab,Patiala,rice,271000,3608.86,90.2215,43.30632,79.39492,25,80,6.5,1200
1989,Punjab,Patiala,maize,11000,1545.45,41.72715,18.5454,26.27265,22,70,6,800
1989,Punjab,Patiala,chickpea,1100,818.18,14.72724,8.1818,14.72724,20,60,6.5,600
1989,Punjab,Patiala,cotton,5000,280,7.56,3.36,7.56,28,65,6,700
1990,Punjab,Patiala,rice,278000,3381.29,84.53225,40.57548,74.38838,25,80,6.5,1200
1990,Punjab,Patiala,maize,9000,1555.56,42.00012,18.66672,26.44452,22,70,6,800
1990,Punjab,Patiala,chickpea,1200,583.33,10.49994,5.8333,10.49994,20,60,6.5,600
1990,Punjab,Patiala,cotton,3100,348.39,9.40653,4.18068,9.40653,28,65,6,700
1991,Punjab,Patiala,rice,286000,3293.71,82.34275,39.52452,72.46162,25,80,6.5,1200
1991,Punjab,Patiala,maize,9000,2111.11,56.99997,25.33332,35.88887,22,70,6,800
1991,Punjab,Patiala,chickpea,5000,800,14.4,8,14.4,20,60,6.5,600
1991,Punjab,Patiala,cotton,2200,345.45,9.32715,4.1454,9.32715,28,65,6,700
1992,Punjab,Patiala,rice,279600,3516.31,87.90775,42.19572,77.35882,25,80,6.5,1200
1992,Punjab,Patiala,maize,10540,2073.06,55.97262,24.87672,35.24202,22,70,6,800
1992,Punjab,Patiala,chickpea,380,530.5,9.549,5.305,9.549,20,60,6.5,600
1992,Punjab,Patiala,cotton,2000,310,8.37,3.72,8.37,28,65,6,700
1993,Punjab,Patiala,rice,302600,3517.22,87.9305,42.20664,77.37884,25,80,6.5,1200
1993,Punjab,Patiala,maize,9540,1419.29,38.32083,17.03148,24.12793,22,70,6,800
1993,Punjab,Patiala,chickpea,400,750,13.5,7.5,13.5,20,60,6.5,600
1994,Punjab,Patiala,rice,300600,3439.49,85.98725,41.27388,75.66878,25,80,6.5,1200
1994,Punjab,Patiala,maize,8540,1558.55,42.08085,18.7026,26.49535,22,70,6,800
1994,Punjab,Patiala,chickpea,400,1000,18,10,18,20,60,6.5,600
1994,Punjab,Patiala,cotton,700,28.57,0.77139,0.34284,0.77139,28,65,6,700
1995,Punjab,Patiala,rice,297600,3021,75.525,36.252,66.462,25,80,6.5,1200
1995,Punjab,Patiala,maize,8770,1657.92,44.76384,19.89504,28.18464,22,70,6,800
1995,Punjab,Patiala,chickpea,1380,927.38,16.69284,9.2738,16.69284,20,60,6.5,600
1995,Punjab,Patiala,cotton,2400,216.67,5.85009,2.60004,5.85009,28,65,6,700
1996,Punjab,Patiala,rice,291600,3381.04,84.526,40.57248,74.38288,25,80,6.5,1200
1996,Punjab,Patiala,maize,11770,2084.96,56.29392,25.01952,35.44432,22,70,6,800
1996,Punjab,Patiala,chickpea,100,1000,18,10,18,20,60,6.5,600
1996,Punjab,Patiala,cotton,2000,150,4.05,1.8,4.05,28,65,6,700
1997,Punjab,Patiala,rice,303140,3379.76,84.494,40.55712,74.35472,25,80,6.5,1200
1997,Punjab,Patiala,maize,8770,1885.97,50.92119,22.63164,32.06149,22,70,6,800
1997,Punjab,Patiala,cotton,1300,223.08,6.02316,2.67696,6.02316,28,65,6,700
1998,Punjab,Patiala,rice,309910,3164.37,79.10925,37.97244,69.61614,25,80,6.5,1200
1998,Punjab,Patiala,maize,6770,2295.42,61.97634,27.54504,39.02214,22,70,6,800
1998,Punjab,Patiala,chickpea,200,1000,18,10,18,20,60,6.5,600
1998,Punjab,Patiala,cotton,1200,166.67,4.50009,2.00004,4.50009,28,65,6,700
1999,Punjab,Patiala,rice,314140,3334.63,83.36575,40.01556,73.36186,25,80,6.5,1200
1999,Punjab,Patiala,maize,5770,3000,81,36,51,22,70,6,800
1999,Punjab,Patiala,chickpea,100,1000,18,10,18,20,60,6.5,600
1999,Punjab,Patiala,cotton,900,188.89,5.10003,2.26668,5.10003,28,65,6,700
2000,Punjab,Patiala,rice,320680,3512.85,87.82125,42.1542,77.2827,25,80,6.5,1200
2000,Punjab,Patiala,maize,5770,2826.69,76.32063,33.92028,48.05373,22,70,6,800
2000,Punjab,Patiala,chickpea,200,1000,18,10,18,20,60,6.5,600
2000,Punjab,Patiala,cotton,1000,170,4.59,2.04,4.59,28,65,6,700
2001,Punjab,Patiala,rice,313370,3693.65,92.34125,44.3238,81.2603,25,80,6.5,1200
2001,Punjab,Patiala,maize,5770,2306.76,62.28252,27.68112,39.21492,22,70,6,800
2001,Punjab,Patiala,chickpea,280,1000,18,10,18,20,60,6.5,600
2001,Punjab,Patiala,cotton,900,188.89,5.10003,2.26668,5.10003,28,65,6,700
2002,Punjab,Patiala,rice,298600,3544.01,88.60025,42.52812,77.96822,25,80,6.5,1200
2002,Punjab,Patiala,maize,4770,1742.14,47.03778,20.90568,29.61638,22,70,6,800
2002,Punjab,Patiala,chickpea,280,1000,18,10,18,20,60,6.5,600
2002,Punjab,Patiala,cotton,500,340,9.18,4.08,9.18,28,65,6,700
2003,Punjab,Patiala,rice,309910,3969.8,99.245,47.6376,87.3356,25,80,6.5,1200
2003,Punjab,Patiala,maize,5770,2826.69,76.32063,33.92028,48.05373,22,70,6,800
2003,Punjab,Patiala,chickpea,100,1000,18,10,18,20,60,6.5,600
2003,Punjab,Patiala,cotton,1000,510,13.77,6.12,13.77,28,65,6,700
2004,Punjab,Patiala,rice,315450,3964.72,99.118,47.57664,87.22384,25,80,6.5,1200
2004,Punjab,Patiala,maize,4770,2532.49,68.37723,30.38988,43.05233,22,70,6,800
2004,Punjab,Patiala,chickpea,100,1000,18,10,18,20,60,6.5,600
2004,Punjab,Patiala,cotton,1000,510,13.77,6.12,13.77,28,65,6,700
2005,Punjab,Patiala,rice,318450,3998.96,99.974,47.98752,87.97712,25,80,6.5,1200
2005,Punjab,Patiala,maize,6000,2500,67.5,30,42.5,22,70,6,800
2005,Punjab,Patiala,chickpea,150,1000,18,10,18,20,60,6.5,600
2005,Punjab,Patiala,cotton,1000,530,14.31,6.36,14.31,28,65,6,700
2006,Punjab,Patiala,rice,316180,4085.65,102.14125,49.0278,89.8843,25,80,6.5,1200
2006,Punjab,Patiala,maize,6270,2644.34,71.39718,31.73208,44.95378,22,70,6,800
2006,Punjab,Patiala,chickpea,150,1000,18,10,18,20,60,6.5,600
2006,Punjab,Patiala,cotton,1000,530,14.31,6.36,14.31,28,65,6,700
2007,Punjab,Patiala,rice,313180,4295.96,107.399,51.55152,94.51112,25,80,6.5,1200
2007,Punjab,Patiala,maize,6270,3478.47,93.91869,41.74164,59.13399,22,70,6,800
2007,Punjab,Patiala,chickpea,50,1000,18,10,18,20,60,6.5,600
2007,Punjab,Patiala,cotton,1000,670,18.09,8.04,18.09,28,65,6,700
2008,Punjab,Patiala,rice,316950,4204.16,105.104,50.44992,92.49152,25,80,6.5,1200
2008,Punjab,Patiala,maize,5270,3525.62,95.19174,42.30744,59.93554,22,70,6,800
2008,Punjab,Patiala,chickpea,50,1000,18,10,18,20,60,6.5,600
2008,Punjab,Patiala,cotton,1000,740,19.98,8.88,19.98,28,65,6,700
2009,Punjab,Patiala,rice,321220,4268.32,106.708,51.21984,93.90304,25,80,6.5,1200
2009,Punjab,Patiala,maize,4270,3468.38,93.64626,41.62056,58.96246,22,70,6,800
2009,Punjab,Patiala,chickpea,500,1000,18,10,18,20,60,6.5,600
2009,Punjab,Patiala,cotton,1000,680,18.36,8.16,18.36,28,65,6,700
2010,Punjab,Patiala,rice,315640,3818.37,95.45925,45.82044,84.00414,25,80,6.5,1200
2010,Punjab,Patiala,maize,4000,3750,101.25,45,63.75,22,70,6,800
2010,Punjab,Patiala,chickpea,50,2000,36,20,36,20,60,6.5,600
2010,Punjab,Patiala,cotton,1000,470,12.69,5.64,12.69,28,65,6,700
2011,Punjab,Patiala,rice,316220,3930.11,98.25275,47.16132,86.46242,25,80,6.5,1200
2011,Punjab,Patiala,maize,4000,4500,121.5,54,76.5,22,70,6,800
2011,Punjab,Patiala,chickpea,50,1000,18,10,18,20,60,6.5,600
2011,Punjab,Patiala,cotton,1000,540,14.58,6.48,14.58,28,65,6,700
2012,Punjab,Patiala,rice,314720,4054.97,101.37425,48.65964,89.20934,25,80,6.5,1200
2012,Punjab,Patiala,maize,4770,3371.07,91.01889,40.45284,57.30819,22,70,6,800
2012,Punjab,Patiala,cotton,1000,540,14.58,6.48,14.58,28,65,6,700
2013,Punjab,Patiala,rice,310720,4109.07,102.72675,49.30884,90.39954,25,80,6.5,1200
2013,Punjab,Patiala,maize,6270,4797.45,129.53115,57.5694,81.55665,22,70,6,800
2014,Punjab,Patiala,rice,310720,3987.45,99.68625,47.8494,87.7239,25,80,6.5,1200
2014,Punjab,Patiala,maize,5770,4000,108,48,68,22,70,6,800
2014,Punjab,Patiala,chickpea,150,1000,18,10,18,20,60,6.5,600
2015,Punjab,Patiala,rice,311720,4053.89,101.34725,48.64668,89.18558,25,80,6.5,1200
2015,Punjab,Patiala,maize,4770,4000,108,48,68,22,70,6,800
2015,Punjab,Patiala,chickpea,50,1300,23.4,13,23.4,20,60,6.5,600
2015,Punjab,Patiala,cotton,1000,180,4.86,2.16,4.86,28,65,6,700
2016,Punjab,Patiala,rice,313720,4309.1,107.7275,51.7092,94.8002,25,80,6.5,1200
2016,Punjab,Patiala,maize,4000,4250,114.75,51,72.25,22,70,6,800
2016,Punjab,Patiala,cotton,1000,720,19.44,8.64,19.44,28,65,6,700
2017,Punjab,Patiala,rice,314720,4318.6,107.965,51.8232,95.0092,25,80,6.5,1200
2017,Punjab,Patiala,maize,4000,4125,111.375,49.5,70.125,22,70,6,800
2017,Punjab,Patiala,chickpea,50,1000,18,10,18,20,60,6.5,600
2017,Punjab,Patiala,cotton,1000,720,19.44,8.64,19.44,28,65,6,700
1966,Haryana,Hissar,rice,12300,1544.72,38.618,18.53664,33.98384,25,80,6.5,1200
1966,Haryana,Hissar,maize,4000,1000,27,12,17,22,70,6,800
1966,Haryana,Hissar,chickpea,432000,516.2,9.2916,5.162,9.2916,20,60,6.5,600
1966,Haryana,Hissar,cotton,126000,324.6,8.7642,3.8952,8.7642,28,65,6,700
1967,Haryana,Hissar,rice,14000,1500,37.5,18,33,25,80,6.5,1200
1967,Haryana,Hissar,maize,5000,1000,27,12,17,22,70,6,800
1967,Haryana,Hissar,chickpea,457000,1013.13,18.23634,10.1313,18.23634,20,60,6.5,600
1967,Haryana,Hissar,cotton,172000,309.88,8.36676,3.71856,8.36676,28,65,6,700
1968,Haryana,Hissar,rice,13000,1615.38,40.3845,19.38456,35.53836,25,80,6.5,1200
1968,Haryana,Hissar,maize,5000,1400,37.8,16.8,23.8,22,70,6,800
1968,Haryana,Hissar,chickpea,213000,572.77,10.30986,5.7277,10.30986,20,60,6.5,600
1968,Haryana,Hissar,cotton,162000,322.22,8.69994,3.86664,8.69994,28,65,6,700
1969,Haryana,Hissar,rice,16200,1851.85,46.29625,22.2222,40.7407,25,80,6.5,1200
1969,Haryana,Hissar,maize,5400,925.93,25.00011,11.11116,15.74081,22,70,6,800
1969,Haryana,Hissar,chickpea,437700,975.55,17.5599,9.7555,17.5599,20,60,6.5,600
1969,Haryana,Hissar,cotton,149000,353.02,9.53154,4.23624,9.53154,28,65,6,700
1970,Haryana,Hissar,rice,19700,1624.37,40.60925,19.49244,35.73614,25,80,6.5,1200
1970,Haryana,Hissar,maize,3600,1388.89,37.50003,16.66668,23.61113,22,70,6,800
1970,Haryana,Hissar,chickpea,462900,715.06,12.87108,7.1506,12.87108,20,60,6.5,600
1970,Haryana,Hissar,cotton,151900,358.13,9.66951,4.29756,9.66951,28,65,6,700
1971,Haryana,Hissar,rice,19200,1197.92,29.948,14.37504,26.35424,25,80,6.5,1200
1971,Haryana,Hissar,maize,3200,1562.5,42.1875,18.75,26.5625,22,70,6,800
1971,Haryana,Hissar,chickpea,483000,536.23,9.65214,5.3623,9.65214,20,60,6.5,600
1971,Haryana,Hissar,cotton,197000,351.78,9.49806,4.22136,9.49806,28,65,6,700
1972,Haryana,Hissar,rice,18700,1711.23,42.78075,20.53476,37.64706,25,80,6.5,1200
1972,Haryana,Hissar,maize,3500,857.14,23.14278,10.28568,14.57138,22,70,6,800
1972,Haryana,Hissar,chickpea,466800,404.88,7.28784,4.0488,7.28784,20,60,6.5,600
1972,Haryana,Hissar,cotton,213800,327.41,8.84007,3.92892,8.84007,28,65,6,700
1973,Haryana,Hissar,rice,17700,1807.91,45.19775,21.69492,39.77402,25,80,6.5,1200
1973,Haryana,Hissar,maize,3800,1315.79,35.52633,15.78948,22.36843,22,70,6,800
1973,Haryana,Hissar,chickpea,455900,385.17,6.93306,3.8517,6.93306,20,60,6.5,600
1973,Haryana,Hissar,cotton,208400,341.65,9.22455,4.0998,9.22455,28,65,6,700
1974,Haryana,Hissar,rice,20700,1159.42,28.9855,13.91304,25.50724,25,80,6.5,1200
1974,Haryana,Hissar,maize,2800,964.29,26.03583,11.57148,16.39293,22,70,6,800
1974,Haryana,Hissar,chickpea,274600,420.61,7.57098,4.2061,7.57098,20,60,6.5,600
1974,Haryana,Hissar,cotton,205000,349.27,9.43029,4.19124,9.43029,28,65,6,700
1975,Haryana,Hissar,rice,20700,2222.22,55.5555,26.66664,48.88884,25,80,6.5,1200
